SOMAMER_ID	UniProt	TargetFullName	Target	HGNC	ensembl_id	chrom	gene	tss
ASH2L.12832.10.3	Q9UBL3	Set1/Ash2 histone methyltransferase complex subunit ASH2	ASH2L	ASH2L	ENSG00000129691	8	ENSG00000129691	37963457.0
ASIC4.6951.26.3	Q96FT7	Acid-sensing ion channel 4	ASIC4	ASIC4	ENSG00000072182	2	ENSG00000072182	220379052.0
ASIP.5676.54.3	P42127	Agouti-signaling protein	ASIP	ASIP	ENSG00000101440	20	ENSG00000101440	32815273.0
ASL.11241.8.3	P04424	Argininosuccinate lyase	ARLY	ASL	ENSG00000126522	7	ENSG00000126522	65540864.0
ASMTL.10089.7.3	O95671	N-acetylserotonin O-methyltransferase-like protein	ASML	ASMTL	ENSG00000169093	X	ENSG00000169093	1571766.0
ASNA1.13620.10.3	O43681	ATPase ASNA1	ASNA	ASNA1	ENSG00000198356	19	ENSG00000198356	12848189.0
ASPH.6998.106.3	Q12797	Aspartyl/asparaginyl beta-hydroxylase	HAAH	ASPH	ENSG00000198363	8	ENSG00000198363	62602327.0
ASPN.6451.64.3	Q9BXN1	Asporin	ASPN	ASPN	ENSG00000106819	9	ENSG00000106819	95244788.0
ASPRV1.13023.8.3	Q53RT3	Retroviral-like aspartic protease 1	APRV1	ASPRV1	ENSG00000244617	2	ENSG00000244617	70189397.0
ASTL.7993.23.3	Q6HA08	Astacin-like metalloendopeptidase	ASTL	ASTL	ENSG00000188886	2	ENSG00000188886	96803845.5
ATAD1.6625.31.3	Q8NBU5	ATPase family AAA domain-containing protein 1	ATAD1	ATAD1	ENSG00000138138	10	ENSG00000138138	89577917.0
ATAD2.13043.157.3	Q6PL18	ATPase family AAA domain-containing protein 2	ATAD2	ATAD2	ENSG00000156802	8	ENSG00000156802	124408630.0
ATF6.11277.23.3	P18850	Cyclic AMP-dependent transcription factor ATF-6 alpha	ATF6A	ATF6	ENSG00000118217	1	ENSG00000118217	161772974.5
ATG7.12627.97.3	O95352	Ubiquitin-like modifier-activating enzyme ATG7	ATG7	ATG7	ENSG00000197548	3	ENSG00000197548	11316517.0
ATP1A1.11993.227.3	P05023	Sodium/potassium-transporting ATPase subunit alpha-1	AT1A1	ATP1A1	ENSG00000163399	1	ENSG00000163399	116925992.0
ATP1B2.7218.87.3	P14415	Sodium/potassium-transporting ATPase subunit beta-2	AT1B2	ATP1B2	ENSG00000129244	17	ENSG00000129244	7554430.0
ATP2A3.13510.7.3	Q93084	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	AT2A3	ATP2A3	ENSG00000074370	17	ENSG00000074370	3858100.0
ATP4B.9994.217.3	P51164	Potassium-transporting ATPase subunit beta	ATP4B	ATP4B	ENSG00000186009	13	ENSG00000186009	114312501.0
ATP5B.4965.27.1	P06576	ATP synthase subunit beta, mitochondrial	ATP synthase beta chain	ATP5B	ENSG00000110955	12	ENSG00000110955	57039739.0
AURKA.3091.70.2	O14965	Aurora kinase A	Aurora kinase A	AURKA	ENSG00000087586	20	ENSG00000087586	54967273.5
AURKB.3346.72.2	Q96GD4	Aurora kinase B	AURKB	AURKB	ENSG00000178999	17	ENSG00000178999	8113877.0
AXIN2.12925.105.3	Q9Y2T1	Axin-2	AXIN2	AXIN2	ENSG00000168646	17	ENSG00000168646	63556414.0
AXIN2.8429.16.3	Q9Y2T1	Axin-2	AXIN2	AXIN2	ENSG00000168646	17	ENSG00000168646	63556414.0
AZGP1.9312.8.3	P25311	Zinc-alpha-2-glycoprotein	AZGP1	AZGP1	ENSG00000160862	7	ENSG00000160862	99571628.5
B3GALT6.7981.230.3	Q96L58	Beta-1,3-galactosyltransferase 6	B3GT6	B3GALT6	ENSG00000176022	1	ENSG00000176022	1167629.0
B3GALTL.5727.35.3	Q6Y288	Beta-1,3-glucosyltransferase	B3GLT	B3GALTL	ENSG00000187676	13	ENSG00000187676	31804308.5
B3GAT3.6897.38.3	O94766	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	B3GA3	B3GAT3	ENSG00000149541	11	ENSG00000149541	62389537.0
B3GNT1.8259.25.3	O43505	Beta-1,4-glucuronyltransferase 1	B3GN1	B3GNT1	ENSG00000174684	11	ENSG00000174684	66115163.0
B3GNT2.7980.72.3	Q9NY97	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2	B3GN2	B3GNT2	ENSG00000170340	2	ENSG00000170340	62432950.5
B3GNT6.7082.2.3	Q6ZMB0	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	B3GN6	B3GNT6	ENSG00000198488	11	ENSG00000198488	76745438.5
B3GNT8.9297.12.3	Q7Z7M8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	B3GN8	B3GNT8	ENSG00000177191	19	ENSG00000177191	41933463.0
B4GALT1.13381.49.3	P15291	Beta-1,4-galactosyltransferase 1	B4GT1	B4GALT1	ENSG00000086062	9	ENSG00000086062	33167354.0
B4GALT2.9595.11.3	O60909	Beta-1,4-galactosyltransferase 2	B4GT2	B4GALT2	ENSG00000117411	1	ENSG00000117411	44445328.5
B4GALT3.6921.24.3	O60512	Beta-1,4-galactosyltransferase 3	B4GT3	B4GALT3	ENSG00000158850	1	ENSG00000158850	161147269.0
B4GALT5.10425.3.3	O43286	Beta-1,4-galactosyltransferase 5	B4GT5	B4GALT5	ENSG00000158470	20	ENSG00000158470	48330415.0
B4GALT6.10832.24.3	Q9UBX8	Beta-1,4-galactosyltransferase 6	B4GT6	B4GALT6	ENSG00000118276	18	ENSG00000118276	29264534.0
B4GALT7.7806.33.3	Q9UBV7	Beta-1,4-galactosyltransferase 7	B4GT7	B4GALT7	ENSG00000027847	5	ENSG00000027847	177027219.0
BACH1.12451.62.3	O14867	Transcription regulator protein BACH1	BACH1	BACH1	ENSG00000156273	21	ENSG00000156273	30672004.0
BACH2.12756.3.3	Q9BYV9	Transcription regulator protein BACH2	BACH2	BACH2	ENSG00000112182	6	ENSG00000112182	91006461.0
BAD.5870.23.2	Q92934	Bcl2-associated agonist of cell death	BAD	BAD	ENSG00000002330	11	ENSG00000002330	64052111.0
BAG3.10078.5.3	O95817	BAG family molecular chaperone regulator 3	BAG3	BAG3	ENSG00000151929	10	ENSG00000151929	121413502.0
BAG4.12844.10.3	O95429	BAG family molecular chaperone regulator 4	BAG4	BAG4	ENSG00000156735	8	ENSG00000156735	38034111.5
BAGE2.6294.11.3	Q86Y30	B melanoma antigen 2	BAGE2	BAGE2	ENSG00000187172	21	ENSG00000187172	11098925.0
BAGE3.6442.6.3	Q86Y29	B melanoma antigen 3	BAGE3	BAGE3				
BARD1.13977.28.3	Q99728	BRCA1-associated RING domain protein 1	BARD1	BARD1	ENSG00000138376	2	ENSG00000138376	215674394.0
BATF3.8858.21.3	Q9NR55	Basic leucine zipper transcriptional factor ATF-like 3	BATF3	BATF3	ENSG00000123685	1	ENSG00000123685	212872097.0
BCAM.2816.50.2	P50895	Basal Cell Adhesion Molecule	BCAM	BCAM	ENSG00000187244	19	ENSG00000187244	45314396.0
BCAN.3461.58.1	Q96GW7	Brevican core protein	PGCB	BCAN	ENSG00000132692	1	ENSG00000132692	156611923.0
BCAP29.11570.94.3	Q9UHQ4	B-cell receptor-associated protein 29	BAP29	BCAP29	ENSG00000075790	7	ENSG00000075790	107220734.0
BCAR3.12634.79.3	O75815	Breast cancer anti-estrogen resistance protein 3	BCAR3	BCAR3	ENSG00000137936	1	ENSG00000137936	94097016.0
BCL10.8768.4.3	O95999	B-cell lymphoma/leukemia 10	Bcl-10	BCL10	ENSG00000142867	1	ENSG00000142867	85742773.0
BCL2.3412.7.1	P10415	Apoptosis regulator Bcl-2	Bcl-2	BCL2	ENSG00000171791	18	ENSG00000171791	60986613.0
BCL2A1.3413.50.2	Q16548	Bcl-2-related protein A1	BFL1	BCL2A1	ENSG00000140379	15	ENSG00000140379	80263649.5
BCL2L1.4423.77.2	Q07817	Bcl-2-like protein 1	BCL2-like 1 protein	BCL2L1	ENSG00000171552	20	ENSG00000171552	30310803.0
BCL2L2.13097.11.3	Q92843	Bcl-2-like protein 2	Apoptosis regulator Bcl-W	BCL2L2	ENSG00000129473	14	ENSG00000129473	23776076.0
BCL2L2.7134.14.3	Q92843	Bcl-2-like protein 2	Apoptosis regulator Bcl-W	BCL2L2	ENSG00000129473	14	ENSG00000129473	23776076.0
BCL6.13640.5.3	P41182	B-cell lymphoma 6 protein	BCL6	BCL6	ENSG00000113916	3	ENSG00000113916	187455304.0
BDNF.2421.7.3	P23560	Brain-derived neurotrophic factor	BDNF	BDNF	ENSG00000176697	11	ENSG00000176697	27722600.0
BDP1.8929.7.3	A6H8Y1	Transcription factor TFIIIB component B'' homolog	BDP1	BDP1	ENSG00000145734	5	ENSG00000145734	70770902.5
BECN1.13032.1.3	Q14457	Beclin-1	BECN1	BECN1	ENSG00000126581	17	ENSG00000126581	40976269.0
BET1L.10959.125.3	Q9NYM9	BET1-like protein	BET1L	BET1L	ENSG00000177951	11	ENSG00000177951	207378.0
BGLAP.11067.13.3	P02818	Osteocalcin	Osteocalcin	BGLAP	ENSG00000242252	1	ENSG00000242252	156211866.5
BGN.13690.26.3	P21810	Biglycan	BGN	BGN	ENSG00000182492	X	ENSG00000182492	152760441.0
BGN.3284.75.1	P21810	Biglycan	BGN	BGN	ENSG00000182492	X	ENSG00000182492	152760441.0
BID.5798.3.3	P55957	BH3-interacting domain death agonist	BID	BID	ENSG00000015475	22	ENSG00000015475	18257256.5
BIN1.9574.11.3	O00499	Myc box-dependent-interacting protein 1	BIN1	BIN1	ENSG00000136717	2	ENSG00000136717	127864864.0
BIRC3.4973.18.1	Q13489	Baculoviral IAP repeat-containing protein 3	cIAP-2	BIRC3	ENSG00000023445	11	ENSG00000023445	102188263.5
BIRC5.3472.40.2	O15392	Baculoviral IAP repeat-containing protein 5	Survivin	BIRC5	ENSG00000089685	17	ENSG00000089685	76210398.0
BLVRA.11382.5.3	P53004	Biliverdin reductase A	BIEA	BLVRA	ENSG00000106605	7	ENSG00000106605	43803790.0
BMP10.3587.53.2	O95393	Bone morphogenetic protein 10	BMP10	BMP10	ENSG00000163217	2	ENSG00000163217	69098649.0
BMP6.3736.60.3	P22004	Bone morphogenetic protein 6	BMP-6	BMP6	ENSG00000153162	6	ENSG00000153162	7727030.0
BMP6.8459.10.3	P22004	Bone morphogenetic protein 6	BMP-6	BMP6	ENSG00000153162	6	ENSG00000153162	7727030.0
BMP7.2972.57.2	P18075	Bone morphogenetic protein 7	BMP-7	BMP7	ENSG00000101144	20	ENSG00000101144	55819090.0
BMPER.3654.27.5	Q8N8U9	BMP-binding endothelial regulator protein	BMPER	BMPER	ENSG00000164619	7	ENSG00000164619	33945130.0
BMPR1A.4859.6.1	P36894	Bone morphogenetic protein receptor type-1A	BMPR1A	BMPR1A	ENSG00000107779	10	ENSG00000107779	88557551.5
BMX.3414.40.2	P51813	Cytoplasmic tyrosine-protein kinase BMX	BMX	BMX	ENSG00000102010	X	ENSG00000102010	15525437.0
BNIP3.7045.4.3	Q12983	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	BNIP3	BNIP3	ENSG00000176171	10	ENSG00000176171	133795431.0
BNIP3L.7835.2.3	O60238	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	BNI3L	BNIP3L	ENSG00000104765	8	ENSG00000104765	26240894.0
BOC.4328.2.2	Q9BWV1	Brother of CDO	BOC	BOC	ENSG00000144857	3	ENSG00000144857	112931426.0
BOLA2.8404.102.3	Q9H3K6	BolA-like protein 2	BolA-like protein 2	BOLA2	ENSG00000183336	16	ENSG00000183336	29466285.0
BPGM.12020.39.3	P07738	Bisphosphoglycerate mutase	PMGE	BPGM	ENSG00000172331	7	ENSG00000172331	134331573.0
BPI.4126.22.1	P17213	Bactericidal permeability-increasing protein	BPI	BPI	ENSG00000101425	20	ENSG00000101425	36939288.0
BPIFA1.6473.55.3	Q9NP55	BPI fold-containing family A member 1	PLUNC	BPIFA1	ENSG00000198183	20	ENSG00000198183	31823801.0
BPIFB1.11246.3.3	Q8TDL5	BPI fold-containing family B member 1	LPLC1	BPIFB1	ENSG00000125999	20	ENSG00000125999	31870941.0
BRD1.11607.15.3	O95696	Bromodomain-containing protein 1	BRD1	BRD1	ENSG00000100425	22	ENSG00000100425	50216949.0
BRDT.12748.6.3	Q58F21	Bromodomain testis-specific protein	BRDT	BRDT	ENSG00000137948	1	ENSG00000137948	92414955.0
BRF1.5384.67.3	Q92994	Transcription factor IIIB 90 kDa subunit	BRF-1	BRF1	ENSG00000185024	14	ENSG00000185024	105714876.0
BRICD5.6612.90.3	Q6PL45	BRICHOS domain-containing protein 5	CP079	BRICD5	ENSG00000182685	16	ENSG00000182685	2260870.0
BRPF1.11671.19.3	P55201	Peregrin	BRPF1	BRPF1	ENSG00000156983	3	ENSG00000156983	9773472.0
BRSK2.9790.28.3	Q8IWQ3	Serine/threonine-protein kinase BRSK2	BR serine/threonine kinase 2	BRSK2	ENSG00000174672	11	ENSG00000174672	1431331.0
BSG.3585.54.6	P35613	Basigin	BASI	BSG	ENSG00000172270	19	ENSG00000172270	572587.0
BST1.4535.50.2	Q10588	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	BST1	BST1	ENSG00000109743	4	ENSG00000109743	15709132.0
BTK.3416.2.2	Q06187	Tyrosine-protein kinase BTK	BTK	BTK	ENSG00000010671	X	ENSG00000010671	100615576.0
BTNL9.7950.142.3	Q6UXG8	Butyrophilin-like protein 9	BTNL9	BTNL9	ENSG00000165810	5	ENSG00000165810	180467272.0
BUB1.12033.3.3	O43683	Mitotic checkpoint serine/threonine-protein kinase BUB1	BUB1	BUB1	ENSG00000169679	2	ENSG00000169679	111435607.5
C10orf35.8220.15.3	Q96D05	Uncharacterized protein C10orf35	CJ035	C10orf35	ENSG00000171224	10	ENSG00000171224	71390014.0
C10orf54.14123.34.3	Q9H7M9	Platelet receptor Gi24	GI24	C10orf54	ENSG00000107738	10	ENSG00000107738	73521701.0
C11orf68.8307.47.3	Q9H3H3	UPF0696 protein C11orf68	CK068	C11orf68	ENSG00000175573	11	ENSG00000175573	65686533.0
C12orf49.9387.13.3	Q9H741	UPF0454 protein C12orf49	CL049	C12orf49	ENSG00000111412	12	ENSG00000111412	117175866.0
C14orf93.6439.59.3	Q9H972	Uncharacterized protein C14orf93	CN093	C14orf93	ENSG00000100802	14	ENSG00000100802	23479352.0
C16orf54.12394.53.3	Q6UWD8	Transmembrane protein C16orf54	CP054	C16orf54	ENSG00000185905	16	ENSG00000185905	29757327.0
C17orf67.9070.1.3	Q0P5P2	Uncharacterized protein C17orf67	CQ067	C17orf67	ENSG00000214226	17	ENSG00000214226	54911256.0
C17orf78.6571.75.3	Q8N4C9	Uncharacterized protein C17orf78	CQ078	C17orf78	ENSG00000167230	17	ENSG00000167230	35732956.5
C17orf78.8545.14.3	Q8N4C9	Uncharacterized protein C17orf78	CQ078	C17orf78	ENSG00000167230	17	ENSG00000167230	35732956.5
C17orf89.9030.56.3	A1L188	Uncharacterized protein C17orf89	CQ089	C17orf89	ENSG00000224877	17	ENSG00000224877	79213261.0
C18orf32.8236.8.3	Q8TCD1	UPF0729 protein C18orf32	CR032	C18orf32	ENSG00000177576	18	ENSG00000177576	47013601.0
C19orf18.9445.44.3	Q8NEA5	Uncharacterized protein C19orf18	CS018	C19orf18	ENSG00000177025	19	ENSG00000177025	58485902.0
C19orf80.7183.102.3	Q6UXH0	Angiopoietin-like protein 8	TD26	C19orf80	ENSG00000130173	19	ENSG00000130173	11350295.0
C1D.7821.6.3	Q13901	Nuclear nucleic acid-binding protein C1D	C1D	C1D	ENSG00000197223	2	ENSG00000197223	68290126.0
C1GALT1C1.5735.54.3	Q96EU7	C1GALT1-specific chaperone 1	C1GLC	C1GALT1C1	ENSG00000171155	X	ENSG00000171155	119763927.5
C1orf115.8366.19.3	Q9H7X2	Uncharacterized protein C1orf115	CA115	C1orf115	ENSG00000162817	1	ENSG00000162817	220863187.0
C1orf185.10667.78.3	Q5T7R7	Uncharacterized protein C1orf185	CA185	C1orf185	ENSG00000204006	1	ENSG00000204006	51567943.0
C1orf198.8035.6.3	Q9H425	Uncharacterized protein C1orf198	CA198	C1orf198	ENSG00000119280	1	ENSG00000119280	231004744.0
C1orf210.8088.56.3	Q8IVY1	Type III endosome membrane protein TEMP	CA210	C1orf210	ENSG00000253313	1	ENSG00000253313	43751269.0
C1orf226.7989.5.3	A1L170	Uncharacterized protein C1orf226	CA226	C1orf226	ENSG00000239887	1	ENSG00000239887	162348631.0
C1QBP.4967.1.1	Q07021	Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP	C1QBP	ENSG00000108561	17	ENSG00000108561	5342098.0
C1QC.14100.63.3	P02747	Complement C1q subcomponent subunit C	C1QC	C1QC	ENSG00000159189	1	ENSG00000159189	22970126.0
C1QL4.7132.55.3	Q86Z23	Complement C1q-like protein 4	C1QL4	C1QL4	ENSG00000186897	12	ENSG00000186897	49730971.0
C1QTNF1.6304.8.3	Q9BXJ1	Complement C1q tumor necrosis factor-related protein 1	C1QT1	C1QTNF1	ENSG00000173918	17	ENSG00000173918	77021044.0
C1QTNF3.7251.64.3	Q9BXJ4	Complement C1q tumor necrosis factor-related protein 3	C1QT3	C1QTNF3	ENSG00000082196	5	ENSG00000082196	34038367.5
C1QTNF5.7810.20.3	Q9BXJ0	Complement C1q tumor necrosis factor-related protein 5	C1QTNF5	C1QTNF5	ENSG00000223953	11	ENSG00000223953	119211593.0
C1QTNF9.6019.12.3	P0C862	Complement C1q and tumor necrosis factor-related protein 9A	C1T9A	C1QTNF9	ENSG00000240654	13	ENSG00000240654	24882510.0
C1RL.9348.1.3	Q9NZP8	Complement C1r subcomponent-like protein	C1RL1	C1RL	ENSG00000139178	12	ENSG00000139178	7261460.5
C21orf33.5981.6.3	P30042	ES1 protein homolog, mitochondrial	ES1	C21orf33	ENSG00000160221	21	ENSG00000160221	45553562.0
C22orf15.7073.69.4	Q8WYQ4	Uncharacterized protein C22orf15	CV015	C22orf15	ENSG00000169314	22	ENSG00000169314	24105241.0
C2orf40.6362.6.3	Q9H1Z8	Augurin	AUGN	C2orf40	ENSG00000119147	2	ENSG00000119147	106680931.0
C2orf66.5677.15.3	Q6UXQ4	Uncharacterized protein C2orf66	CB066	C2orf66	ENSG00000187944	2	ENSG00000187944	197675000.0
C2orf82.9439.454.3	Q6UX34	Uncharacterized protein C2orf82	CB082	C2orf82	ENSG00000182600	2	ENSG00000182600	233737566.0
C3.2755.8.2	P01024	C3a anaphylatoxin des Arginine	C3adesArg	C3	ENSG00000125730	19	ENSG00000125730	6695410.0
C3orf18.6994.19.3	Q9UK00	Uncharacterized protein C3orf18	CC018	C3orf18	ENSG00000088543	3	ENSG00000088543	50605107.0
C4A.C4B.4481.34.2	P0C0L4,P0C0L5	Complement C4	C4	C4A.C4B	ENSG00000224389	6	ENSG00000224389	31998214.0
C4A.C4B.4481.34.2	P0C0L4,P0C0L5	Complement C4	C4	C4A.C4B	ENSG00000244731	6	ENSG00000244731	31964864.5
C5orf38.6378.2.3	Q86SI9	Protein CEI	CEI	C5orf38	ENSG00000186493	5	ENSG00000186493	2752342.0
C5orf63.13378.80.3	A6NC05	Glutaredoxin-like protein C5orf63	YD286	C5orf63	ENSG00000164241	5	ENSG00000164241	126409165.5
C6.4127.75.1	P13671	Complement component C6	C6	C6	ENSG00000039537	5	ENSG00000039537	41199808.0
C6orf226.8078.15.3	Q5I0X4	Uncharacterized protein C6orf226	CF226	C6orf226	ENSG00000221821	6	ENSG00000221821	42858554.0
C6orf89.10885.36.3	Q6UWU4	Bombesin receptor-activated protein C6orf89	CF089	C6orf89	ENSG00000198663	6	ENSG00000198663	36853630.0
C7orf69.9544.24.3	Q9H7B7	Uncharacterized protein C7orf69	CG069	C7orf69	ENSG00000136275	7	ENSG00000136275	47834955.5
C8A.C8B.C8G.2429.27.4	P07357,P07358,P07360	Complement component C8	C8	C8A.C8B.C8G	ENSG00000021852	1	ENSG00000021852	57431730.0
C8A.C8B.C8G.2429.27.4	P07357,P07358,P07360	Complement component C8	C8	C8A.C8B.C8G	ENSG00000157131	1	ENSG00000157131	57320479.0
C8A.C8B.C8G.2429.27.4	P07357,P07358,P07360	Complement component C8	C8	C8A.C8B.C8G	ENSG00000176919	9	ENSG00000176919	139840152.0
C8orf33.9613.16.3	Q9H7E9	UPF0488 protein C8orf33	CH033	C8orf33	ENSG00000182307	8	ENSG00000182307	146277853.0
C9.3060.43.2	P02748	Complement component C9	C9	C9	ENSG00000113600	5	ENSG00000113600	39368027.0
C9orf89.7778.104.3	Q96LW7	Bcl10-interacting CARD protein	BINCA	C9orf89	ENSG00000165233	9	ENSG00000165233	95858560.0
CA1.4969.2.1	P00915	Carbonic anhydrase 1	Carbonic anhydrase I	CA1	ENSG00000133742	8	ENSG00000133742	86290342.0
CA10.13666.222.3	Q9NS85	Carbonic anhydrase-related protein 10	Carbonic Anhydrase X	CA10	ENSG00000154975	17	ENSG00000154975	50235755.0
CA10.3289.19.2	Q9NS85	Carbonic anhydrase-related protein 10	Carbonic Anhydrase X	CA10	ENSG00000154975	17	ENSG00000154975	50235755.0
CA2.4970.55.1	P00918	Carbonic anhydrase 2	carbonic anhydrase II	CA2	ENSG00000104267	8	ENSG00000104267	86376232.0
CA3.3799.11.2	P07451	Carbonic anhydrase 3	Carbonic anhydrase III	CA3	ENSG00000164879	8	ENSG00000164879	86351056.0
CA4.3177.49.2	P22748	Carbonic anhydrase 4	Carbonic Anhydrase IV	CA4	ENSG00000167434	17	ENSG00000167434	58227303.0
CA5A.8791.151.3	P35218	Carbonic anhydrase 5A, mitochondrial	Carbonic Anhydrase VA	CA5A	ENSG00000174990	16	ENSG00000174990	87970122.0
CA6.3352.80.3	P23280	Carbonic anhydrase 6	Carbonic anhydrase 6	CA6	ENSG00000131686	1	ENSG00000131686	9005941.5
CA9.3798.71.1	Q16790	Carbonic anhydrase 9	Carbonic anhydrase 9	CA9	ENSG00000107159	9	ENSG00000107159	35676160.0
CACNA2D3.8885.6.3	Q8IZS8	Voltage-dependent calcium channel subunit alpha-2/delta-3	CA2D3	CACNA2D3	ENSG00000157445	3	ENSG00000157445	54157506.0
CACYBP.12432.23.3	Q9HB71	Calcyclin-binding protein	CYBP	CACYBP	ENSG00000116161	1	ENSG00000116161	174969081.0
CADM1.3326.58.2	Q9BY67	Cell adhesion molecule 1	Nectin-like protein 2	CADM1	ENSG00000182985	11	ENSG00000182985	115375109.5
CADM3.3630.27.4	Q8N126	Cell adhesion molecule 3	Nectin-like protein 1	CADM3	ENSG00000162706	1	ENSG00000162706	159141474.0
CADM4.8619.12.3	Q8NFZ8	Cell adhesion molecule 4	CADM4	CADM4	ENSG00000105767	19	ENSG00000105767	44137057.0
CALB1.9918.23.3	P05937	Calbindin	Calbindin D28	CALB1	ENSG00000104327	8	ENSG00000104327	91094811.0
CALCA.10494.48.3	P01258	Procalcitonin	Procalcitonin	CALCA	ENSG00000110680	11	ENSG00000110680	14993819.0
CALCOCO2.12534.10.3	Q13137	Calcium-binding and coiled-coil domain-containing protein 2	CACO2	CALCOCO2	ENSG00000136436	17	ENSG00000136436	46908412.5
CALN1.10933.107.3	Q9BXU9	Calcium-binding protein 8	CABP8	CALN1	ENSG00000183166	7	ENSG00000183166	71868354.0
CALR.5264.65.3	P27797	Calreticulin	calreticulin	CALR	ENSG00000179218	19	ENSG00000179218	13049459.0
CALY.10671.67.3	Q9NYX4	Neuron-specific vesicular protein calcyon	CALY	CALY	ENSG00000130643	10	ENSG00000130643	135150393.5
CAMK1.3592.4.3	Q14012	Calcium/calmodulin-dependent protein kinase type 1	CAMK1	CAMK1	ENSG00000134072	3	ENSG00000134072	9807527.0
CAMK1D.3418.12.2	Q8IU85	Calcium/calmodulin-dependent protein kinase type 1D	CAMK1D	CAMK1D	ENSG00000183049	10	ENSG00000183049	12391651.0
CAMK2A.3350.53.2	Q9UQM7	Calcium/calmodulin-dependent protein kinase type II subunit alpha	CAMK2A	CAMK2A	ENSG00000070808	5	ENSG00000070808	149669336.0
CAMK2B.3351.1.1	Q13554	Calcium/calmodulin-dependent protein kinase type II subunit beta	CAMK2B	CAMK2B	ENSG00000058404	7	ENSG00000058404	44365030.0
CAMKK1.3877.67.2	Q8N5S9	Calcium/calmodulin-dependent protein kinase kinase 1	CaMKK alpha	CAMKK1	ENSG00000004660	17	ENSG00000004660	3796338.0
CAND1.13937.75.3	Q86VP6	Cullin-associated NEDD8-dissociated protein 1	CAND1	CAND1	ENSG00000111530	12	ENSG00000111530	67663593.5
CANT1.6480.1.3	Q8WVQ1	Soluble calcium-activated nucleotidase 1	CANT1	CANT1	ENSG00000171302	17	ENSG00000171302	77005862.0
CANX.8834.58.3	P27824	Calnexin	Calnexin	CANX	ENSG00000127022	5	ENSG00000127022	179125978.0
CAPN2.14684.17.3	P17655	Calpain-2 catalytic subunit	CAN2	CAPN2	ENSG00000162909	1	ENSG00000162909	223945627.0
CAPN3.12385.4.3	P20807	Calpain-3	CAN3	CAPN3	ENSG00000092529	15	ENSG00000092529	42696987.0
CAPSL.13688.2.3	Q8WWF8	Calcyphosin-like protein	CAPSL	CAPSL	ENSG00000152611	5	ENSG00000152611	35938737.0
CARHSP1.12808.103.3	Q9Y2V2	Calcium-regulated heat stable protein 1	CHSP1	CARHSP1	ENSG00000153048	16	ENSG00000153048	8962211.0
CARS.14098.28.3	P49589	Cysteine--tRNA ligase, cytoplasmic	SYCC	CARS	ENSG00000110619	11	ENSG00000110619	3078646.0
CARTPT.5743.82.3	Q16568	Cocaine- and amphetamine-regulated transcript protein	CART	CARTPT	ENSG00000164326	5	ENSG00000164326	71015198.0
CASC4.10613.33.3	Q6P4E1	Protein CASC4	CASC4	CASC4	ENSG00000166734	15	ENSG00000166734	44581130.5
CASC4.8838.10.3	Q6P4E1	Protein CASC4	CASC4	CASC4	ENSG00000166734	15	ENSG00000166734	44581130.5
CASP10.5340.24.3	Q92851	Caspase-10	Caspase-10	CASP10	ENSG00000003400	2	ENSG00000003400	202047892.0
CASP2.4904.7.1	P42575	Caspase-2	Caspase-2	CASP2	ENSG00000106144	7	ENSG00000106144	142986112.5
CASP3.3593.72.3	P42574	Caspase-3	Caspase-3	CASP3	ENSG00000164305	4	ENSG00000164305	185570605.0
CASS4.12855.16.3	Q9NQ75	Cas scaffolding protein family member 4	CT032	CASS4	ENSG00000087589	20	ENSG00000087589	54987315.5
CAST.3026.5.2	P20810	Calpastatin	Calpastatin	CAST	ENSG00000153113	5	ENSG00000153113	96038504.0
CAT.3488.64.2	P04040	Catalase	Catalase	CAT	ENSG00000121691	11	ENSG00000121691	34482280.0
CAV2.9457.3.3	P51636	Caveolin-2	CAV2	CAV2	ENSG00000105971	7	ENSG00000105971	115929931.0
CBFB.10048.7.3	Q13951	Core-binding factor subunit beta	PEBB	CBFB	ENSG00000067955	16	ENSG00000067955	67063364.0
CBL.12016.60.3	P22681	E3 ubiquitin-protein ligase CBL	CBL	CBL	ENSG00000110395	11	ENSG00000110395	119076752.0
CBLN1.9313.27.3	P23435	Cerebellin-1	CBLN1	CBLN1	ENSG00000102924	16	ENSG00000102924	49315473.0
CBLN4.5688.65.3	Q9NTU7	Cerebellin-4	CBLN4	CBLN4	ENSG00000054803	20	ENSG00000054803	54580528.0
CBR1.12381.26.3	P16152	Carbonyl reductase [NADPH] 1	CBR1	CBR1	ENSG00000159228	21	ENSG00000159228	37442239.0
CBR3.14091.42.3	O75828	Carbonyl reductase [NADPH] 3	Carbonyl reductase 3	CBR3	ENSG00000159231	21	ENSG00000159231	37507210.0
